,Datetime,Intensity,Latitude,Longitude,Storm Name,pressure
56,1996-06-26 12:00:00, TD, 17.7N, 104.0W,ALMA,1009
57,1996-06-26 18:00:00, TD, 18.0N, 104.5W,ALMA,1009
58,1996-06-27 00:00:00, TD, 18.4N, 105.0W,ALMA,1009
59,1996-06-27 06:00:00, TD, 18.7N, 105.5W,ALMA,1009
60,1996-06-27 00:00:00, TD, 12.7N,  94.4W,BORIS,1010
61,1996-06-27 06:00:00, TD, 12.8N,  95.0W,BORIS,1010
62,1996-06-27 12:00:00, TD, 12.8N,  95.5W,BORIS,1009
63,1996-06-27 18:00:00, TD, 12.7N,  96.1W,BORIS,1009
64,1996-06-28 00:00:00, TD, 13.0N,  96.9W,BORIS,1008
65,1996-06-28 06:00:00, TD, 13.5N,  97.7W,BORIS,1007
66,1996-06-28 12:00:00, TS, 14.0N,  98.4W,BORIS,1006
67,1996-06-28 18:00:00, TS, 14.6N,  99.0W,BORIS,1002
68,1996-06-29 00:00:00, TS, 15.2N,  99.6W,BORIS,995
69,1996-06-29 06:00:00, HU, 15.9N, 100.2W,BORIS,987
70,1996-06-29 12:00:00, HU, 16.6N, 100.8W,BORIS,979
71,1996-06-29 18:00:00, HU, 17.6N, 101.5W,BORIS,980
72,1996-06-30 00:00:00, HU, 18.7N, 102.2W,BORIS,990
73,1996-06-30 06:00:00, TS, 19.5N, 102.9W,BORIS,1000
74,1996-06-30 12:00:00, TD, 19.8N, 103.7W,BORIS,1004
75,1996-06-30 18:00:00, TD, 19.5N, 104.5W,BORIS,1005
76,1996-07-01 00:00:00, TD, 19.0N, 105.1W,BORIS,1006
77,1996-07-01 06:00:00, TD, 18.8N, 105.4W,BORIS,1007
78,1996-07-01 12:00:00, TD, 19.0N, 105.6W,BORIS,1007
79,1996-07-01 12:00:00, TD,  8.9N,  89.2W,CRISTINA,1008
80,1996-07-01 18:00:00, TD,  9.5N,  90.3W,CRISTINA,1006
81,1996-07-02 00:00:00, TS, 10.2N,  91.4W,CRISTINA,1005
82,1996-07-02 06:00:00, TS, 11.0N,  92.5W,CRISTINA,1004
83,1996-07-02 12:00:00, TS, 12.0N,  93.3W,CRISTINA,1002
84,1996-07-02 18:00:00, TS, 13.3N,  94.1W,CRISTINA,1000
85,1996-07-03 00:00:00, TS, 14.5N,  95.0W,CRISTINA,994
86,1996-07-03 06:00:00, TS, 15.3N,  95.9W,CRISTINA,991
87,1996-07-03 09:00:00, TS, 15.7N,  96.2W,CRISTINA,991
88,1996-07-03 12:00:00, TS, 15.9N,  96.8W,CRISTINA,1000
89,1996-07-03 18:00:00, TD, 16.1N,  97.8W,CRISTINA,1007
90,1996-07-04 18:00:00, TD, 17.3N, 108.6W,UNNAMED,-999
91,1996-07-05 00:00:00, TD, 17.5N, 109.0W,UNNAMED,-999
92,1996-07-05 06:00:00, TD, 17.9N, 109.2W,UNNAMED,-999
93,1996-07-05 12:00:00, TD, 18.3N, 109.4W,UNNAMED,-999
94,1996-07-05 18:00:00, TD, 18.6N, 109.6W,UNNAMED,-999
95,1996-07-06 00:00:00, TD, 19.1N, 109.9W,UNNAMED,-999
96,1996-07-29 00:00:00, TS, 13.0N,  89.7W,DOUGLAS,1004
97,1996-07-29 06:00:00, TS, 13.1N,  91.6W,DOUGLAS,1001
98,1996-07-29 12:00:00, HU, 13.3N,  93.4W,DOUGLAS,987
99,1996-07-29 18:00:00, HU, 13.4N,  95.2W,DOUGLAS,982
100,1996-07-30 00:00:00, HU, 13.6N,  96.9W,DOUGLAS,980
101,1996-07-30 06:00:00, HU, 13.9N,  98.7W,DOUGLAS,977
102,1996-07-30 12:00:00, HU, 14.3N, 100.4W,DOUGLAS,975
103,1996-07-30 18:00:00, HU, 14.9N, 102.0W,DOUGLAS,970
104,1996-07-31 00:00:00, HU, 15.5N, 103.4W,DOUGLAS,968
105,1996-07-31 06:00:00, HU, 16.0N, 104.7W,DOUGLAS,965
106,1996-07-31 12:00:00, HU, 16.5N, 105.9W,DOUGLAS,960
107,1996-07-31 18:00:00, HU, 17.0N, 107.0W,DOUGLAS,958
108,1996-08-01 00:00:00, HU, 17.6N, 108.0W,DOUGLAS,952
109,1996-08-01 06:00:00, HU, 18.2N, 109.0W,DOUGLAS,948
110,1996-08-01 12:00:00, HU, 18.9N, 110.0W,DOUGLAS,946
111,1996-08-01 18:00:00, HU, 19.5N, 111.2W,DOUGLAS,947
112,1996-08-02 00:00:00, HU, 20.0N, 112.6W,DOUGLAS,948
113,1996-08-02 06:00:00, HU, 20.4N, 113.9W,DOUGLAS,950
114,1996-08-02 12:00:00, HU, 20.6N, 115.4W,DOUGLAS,955
115,1996-08-02 18:00:00, HU, 20.8N, 116.8W,DOUGLAS,965
116,1996-08-03 00:00:00, HU, 20.9N, 118.1W,DOUGLAS,970
117,1996-08-03 06:00:00, HU, 21.1N, 119.3W,DOUGLAS,975
118,1996-08-03 12:00:00, TS, 21.1N, 120.3W,DOUGLAS,980
119,1996-08-03 18:00:00, TS, 21.2N, 121.3W,DOUGLAS,988
120,1996-08-04 00:00:00, TS, 21.4N, 122.3W,DOUGLAS,993
121,1996-08-04 06:00:00, TS, 21.6N, 123.2W,DOUGLAS,995
122,1996-08-04 12:00:00, TS, 21.7N, 124.2W,DOUGLAS,1000
123,1996-08-04 18:00:00, TS, 21.9N, 125.3W,DOUGLAS,1003
124,1996-08-05 00:00:00, TD, 22.1N, 126.4W,DOUGLAS,1005
125,1996-08-05 06:00:00, TD, 22.3N, 127.5W,DOUGLAS,1009
126,1996-08-05 12:00:00, TD, 22.4N, 128.7W,DOUGLAS,1009
127,1996-08-05 18:00:00, TD, 22.5N, 129.9W,DOUGLAS,1009
128,1996-08-06 00:00:00, TD, 22.5N, 130.0W,DOUGLAS,1009
129,1996-08-30 12:00:00, TD, 13.4N, 103.5W,ELIDA,1007
130,1996-08-30 18:00:00, TD, 14.1N, 104.6W,ELIDA,1006
131,1996-08-31 00:00:00, TD, 14.7N, 105.5W,ELIDA,1005
132,1996-08-31 06:00:00, TD, 15.3N, 106.3W,ELIDA,1004
133,1996-08-31 12:00:00, TD, 15.9N, 107.1W,ELIDA,1003
134,1996-08-31 18:00:00, TD, 16.5N, 107.7W,ELIDA,1004
135,1996-09-01 00:00:00, TD, 17.1N, 108.4W,ELIDA,1005
136,1996-09-01 06:00:00, TD, 17.4N, 108.8W,ELIDA,1005
137,1996-09-01 12:00:00, TD, 17.7N, 109.1W,ELIDA,1005
138,1996-09-01 18:00:00, TD, 18.1N, 109.3W,ELIDA,1005
139,1996-09-02 00:00:00, TD, 18.2N, 109.8W,ELIDA,1005
140,1996-09-02 06:00:00, TS, 18.3N, 110.2W,ELIDA,1005
141,1996-09-02 12:00:00, TS, 18.6N, 110.2W,ELIDA,1004
142,1996-09-02 18:00:00, TS, 19.0N, 110.0W,ELIDA,1003
143,1996-09-03 00:00:00, TS, 19.6N, 110.1W,ELIDA,1003
144,1996-09-03 06:00:00, TS, 20.0N, 110.7W,ELIDA,1002
145,1996-09-03 12:00:00, TS, 20.6N, 111.1W,ELIDA,1000
146,1996-09-03 18:00:00, TS, 21.1N, 111.4W,ELIDA,997
147,1996-09-04 00:00:00, TS, 21.7N, 111.8W,ELIDA,995
148,1996-09-04 06:00:00, TS, 22.2N, 112.1W,ELIDA,994
149,1996-09-04 12:00:00, TS, 22.7N, 112.4W,ELIDA,996
150,1996-09-04 18:00:00, TS, 23.2N, 112.6W,ELIDA,1000
151,1996-09-05 00:00:00, TS, 23.5N, 112.7W,ELIDA,1003
152,1996-09-05 06:00:00, TS, 23.7N, 112.8W,ELIDA,1004
153,1996-09-05 12:00:00, TD, 23.9N, 112.9W,ELIDA,1005
154,1996-09-05 18:00:00, TD, 24.1N, 113.0W,ELIDA,1005
155,1996-09-06 00:00:00, TD, 24.3N, 113.1W,ELIDA,1005
156,1996-09-06 06:00:00, TD, 24.5N, 113.2W,ELIDA,1005
157,1996-09-06 12:00:00, TD, 24.7N, 113.3W,ELIDA,1005
158,1996-09-16 00:00:00, TD, 12.8N, 143.4W,UNNAMED,-999
159,1996-09-16 06:00:00, TD, 13.0N, 144.3W,UNNAMED,-999
160,1996-09-16 12:00:00, TD, 13.4N, 145.2W,UNNAMED,-999
161,1996-09-16 18:00:00, TD, 13.6N, 146.3W,UNNAMED,-999
162,1996-09-17 00:00:00, TD, 13.9N, 147.0W,UNNAMED,-999
163,1996-09-17 06:00:00, TD, 14.0N, 147.5W,UNNAMED,-999
164,1996-09-17 12:00:00, TD, 14.3N, 148.1W,UNNAMED,-999
165,1996-09-17 18:00:00, TD, 14.6N, 148.6W,UNNAMED,-999
166,1996-09-18 00:00:00, TD, 14.8N, 149.7W,UNNAMED,-999
167,1996-09-18 06:00:00, TD, 14.6N, 150.7W,UNNAMED,-999
168,1996-09-18 12:00:00, TD, 14.3N, 151.7W,UNNAMED,-999
169,1996-09-18 18:00:00, TD, 14.3N, 152.8W,UNNAMED,-999
170,1996-09-19 00:00:00, TD, 14.4N, 154.0W,UNNAMED,-999
171,1996-09-19 06:00:00, TD, 14.6N, 155.2W,UNNAMED,-999
172,1996-09-19 12:00:00, TD, 14.9N, 156.7W,UNNAMED,-999
173,1996-09-19 18:00:00, TD, 14.9N, 157.8W,UNNAMED,-999
174,1996-09-20 00:00:00, TD, 15.0N, 159.1W,UNNAMED,-999
175,1996-09-20 06:00:00, TD, 15.3N, 160.4W,UNNAMED,-999
176,1996-09-20 12:00:00, TD, 15.7N, 161.6W,UNNAMED,-999
177,1996-09-20 18:00:00, TD, 16.4N, 162.6W,UNNAMED,-999
178,1996-09-10 00:00:00, TD, 14.3N, 101.9W,FAUSTO,1010
179,1996-09-10 06:00:00, TD, 14.8N, 102.7W,FAUSTO,1008
180,1996-09-10 12:00:00, TD, 15.2N, 103.5W,FAUSTO,1006
181,1996-09-10 18:00:00, TS, 15.8N, 104.3W,FAUSTO,1004
182,1996-09-11 00:00:00, TS, 16.4N, 105.1W,FAUSTO,1000
183,1996-09-11 06:00:00, TS, 17.1N, 106.2W,FAUSTO,991
184,1996-09-11 12:00:00, HU, 17.8N, 107.3W,FAUSTO,982
185,1996-09-11 18:00:00, HU, 18.4N, 108.2W,FAUSTO,973
186,1996-09-12 00:00:00, HU, 19.1N, 108.9W,FAUSTO,960
187,1996-09-12 06:00:00, HU, 19.8N, 109.5W,FAUSTO,955
188,1996-09-12 12:00:00, HU, 20.5N, 110.0W,FAUSTO,955
189,1996-09-12 18:00:00, HU, 21.1N, 110.4W,FAUSTO,958
190,1996-09-13 00:00:00, HU, 21.6N, 110.6W,FAUSTO,962
191,1996-09-13 06:00:00, HU, 22.1N, 110.7W,FAUSTO,968
192,1996-09-13 12:00:00, HU, 22.6N, 110.7W,FAUSTO,973
193,1996-09-13 18:00:00, HU, 23.3N, 110.6W,FAUSTO,978
194,1996-09-13 20:00:00, HU, 23.6N, 110.5W,FAUSTO,980
195,1996-09-14 00:00:00, HU, 24.4N, 110.2W,FAUSTO,985
196,1996-09-14 06:00:00, HU, 25.7N, 109.6W,FAUSTO,990
197,1996-09-14 12:00:00, TS, 27.3N, 109.0W,FAUSTO,1000
198,1996-09-14 18:00:00, TD, 28.0N, 107.0W,FAUSTO,1004
199,1996-09-27 18:00:00, TD, 16.3N, 110.0W,GENEVIEVE,1008
200,1996-09-28 00:00:00, TS, 16.2N, 111.0W,GENEVIEVE,1005
201,1996-09-28 06:00:00, TS, 15.9N, 111.9W,GENEVIEVE,1003
202,1996-09-28 12:00:00, TS, 15.7N, 112.7W,GENEVIEVE,1001
203,1996-09-28 18:00:00, TS, 15.4N, 113.6W,GENEVIEVE,1000
204,1996-09-29 00:00:00, TS, 15.2N, 114.5W,GENEVIEVE,1000
205,1996-09-29 06:00:00, TS, 15.1N, 115.2W,GENEVIEVE,1000
206,1996-09-29 12:00:00, TS, 15.1N, 115.8W,GENEVIEVE,999
207,1996-09-29 18:00:00, TS, 15.3N, 116.3W,GENEVIEVE,1000
208,1996-09-30 00:00:00, TS, 15.5N, 116.5W,GENEVIEVE,1000
209,1996-09-30 06:00:00, TS, 15.6N, 116.6W,GENEVIEVE,1003
210,1996-09-30 12:00:00, TS, 15.7N, 116.7W,GENEVIEVE,1005
211,1996-09-30 18:00:00, TS, 15.8N, 116.9W,GENEVIEVE,1005
212,1996-10-01 00:00:00, TD, 16.0N, 117.0W,GENEVIEVE,1006
213,1996-10-01 06:00:00, TD, 16.1N, 117.1W,GENEVIEVE,1007
214,1996-10-01 12:00:00, TD, 16.2N, 117.2W,GENEVIEVE,1008
215,1996-10-01 18:00:00, TD, 16.3N, 117.4W,GENEVIEVE,1009
216,1996-10-02 00:00:00, TD, 16.4N, 117.6W,GENEVIEVE,1009
217,1996-10-02 06:00:00, TD, 16.3N, 118.1W,GENEVIEVE,1009
218,1996-10-02 12:00:00, TD, 15.9N, 118.7W,GENEVIEVE,1009
219,1996-10-02 18:00:00, TD, 15.3N, 119.3W,GENEVIEVE,1009
220,1996-10-03 00:00:00, TD, 15.0N, 120.0W,GENEVIEVE,1009
221,1996-10-03 06:00:00, TD, 15.1N, 120.1W,GENEVIEVE,1009
222,1996-10-03 12:00:00, TD, 15.3N, 120.2W,GENEVIEVE,1009
223,1996-10-03 18:00:00, TD, 15.4N, 120.1W,GENEVIEVE,1009
224,1996-10-04 00:00:00, TD, 15.5N, 120.0W,GENEVIEVE,1010
225,1996-10-04 06:00:00, TD, 15.5N, 119.8W,GENEVIEVE,1010
226,1996-10-04 12:00:00, TD, 15.4N, 119.7W,GENEVIEVE,1010
227,1996-10-04 18:00:00, TD, 15.4N, 119.5W,GENEVIEVE,1010
228,1996-10-05 00:00:00, TD, 15.3N, 119.3W,GENEVIEVE,1009
229,1996-10-05 06:00:00, TD, 15.4N, 119.0W,GENEVIEVE,1009
230,1996-10-05 12:00:00, TD, 15.5N, 118.7W,GENEVIEVE,1009
231,1996-10-05 18:00:00, TD, 15.6N, 118.3W,GENEVIEVE,1009
232,1996-10-06 00:00:00, TD, 15.7N, 118.0W,GENEVIEVE,1008
233,1996-10-06 06:00:00, TD, 15.9N, 117.8W,GENEVIEVE,1007
234,1996-10-06 12:00:00, TD, 16.1N, 117.6W,GENEVIEVE,1006
235,1996-10-06 18:00:00, TS, 16.3N, 117.5W,GENEVIEVE,1005
236,1996-10-07 00:00:00, TS, 16.6N, 117.5W,GENEVIEVE,1005
237,1996-10-07 06:00:00, TS, 16.8N, 117.6W,GENEVIEVE,1004
238,1996-10-07 12:00:00, TS, 17.0N, 117.7W,GENEVIEVE,1003
239,1996-10-07 18:00:00, TS, 17.1N, 117.9W,GENEVIEVE,1003
240,1996-10-08 00:00:00, TS, 17.0N, 118.2W,GENEVIEVE,1004
241,1996-10-08 06:00:00, TS, 16.6N, 118.6W,GENEVIEVE,1005
242,1996-10-08 12:00:00, TD, 16.1N, 119.1W,GENEVIEVE,1006
243,1996-10-08 18:00:00, TD, 15.4N, 119.9W,GENEVIEVE,1007
244,1996-10-09 00:00:00, TD, 14.8N, 120.8W,GENEVIEVE,1008
245,1996-09-30 06:00:00, TD, 12.6N,  98.7W,HERNAN,1004
246,1996-09-30 12:00:00, TD, 12.6N,  99.7W,HERNAN,1003
247,1996-09-30 18:00:00, TS, 12.9N, 100.7W,HERNAN,1003
248,1996-10-01 00:00:00, TS, 13.4N, 101.5W,HERNAN,1002
249,1996-10-01 06:00:00, TS, 14.1N, 101.4W,HERNAN,1001
250,1996-10-01 12:00:00, TS, 14.7N, 101.1W,HERNAN,999
251,1996-10-01 18:00:00, TS, 15.5N, 101.3W,HERNAN,995
252,1996-10-02 00:00:00, TS, 16.1N, 101.7W,HERNAN,992
253,1996-10-02 06:00:00, HU, 16.9N, 102.3W,HERNAN,987
254,1996-10-02 12:00:00, HU, 17.9N, 103.1W,HERNAN,980
255,1996-10-02 18:00:00, HU, 18.5N, 103.9W,HERNAN,981
256,1996-10-03 00:00:00, HU, 18.9N, 104.6W,HERNAN,985
257,1996-10-03 06:00:00, HU, 18.7N, 104.9W,HERNAN,987
258,1996-10-03 10:00:00, TS, 18.8N, 104.9W,HERNAN,987
259,1996-10-03 12:00:00, TS, 19.5N, 104.9W,HERNAN,989
260,1996-10-03 18:00:00, TS, 20.1N, 105.0W,HERNAN,991
261,1996-10-04 00:00:00, TD, 20.7N, 105.1W,HERNAN,994
262,1996-10-04 06:00:00, TD, 21.1N, 105.6W,HERNAN,998
263,1996-10-04 12:00:00, TD, 21.7N, 105.6W,HERNAN,1002
264,1996-10-04 18:00:00, TD, 22.0N, 105.5W,HERNAN,1003
265,1996-11-07 00:00:00, TD, 12.5N, 109.2W,UNNAMED,-999
266,1996-11-07 06:00:00, TD, 12.6N, 110.7W,UNNAMED,-999
267,1996-11-07 12:00:00, TD, 12.8N, 112.2W,UNNAMED,-999
268,1996-11-07 18:00:00, TD, 13.2N, 113.8W,UNNAMED,-999
269,1996-11-08 00:00:00, TD, 13.2N, 115.7W,UNNAMED,-999
270,1996-11-08 06:00:00, TD, 13.2N, 117.3W,UNNAMED,-999
271,1996-11-08 12:00:00, TD, 13.4N, 118.8W,UNNAMED,-999
272,1996-11-08 18:00:00, TD, 13.7N, 120.1W,UNNAMED,-999
273,1996-11-09 00:00:00, TD, 14.1N, 121.2W,UNNAMED,-999
274,1996-11-09 06:00:00, TD, 14.4N, 121.9W,UNNAMED,-999
275,1996-11-09 12:00:00, TD, 14.6N, 122.7W,UNNAMED,-999
276,1996-11-09 18:00:00, TD, 14.9N, 123.4W,UNNAMED,-999
277,1996-11-10 00:00:00, TD, 15.0N, 124.2W,UNNAMED,-999
278,1996-11-10 06:00:00, TD, 15.2N, 125.0W,UNNAMED,-999
279,1996-11-10 12:00:00, TD, 15.5N, 125.6W,UNNAMED,-999
280,1996-11-10 18:00:00, TD, 15.7N, 126.3W,UNNAMED,-999
281,1996-11-11 00:00:00, TD, 15.7N, 127.0W,UNNAMED,-999
282,1996-11-11 06:00:00, TD, 15.6N, 127.5W,UNNAMED,-999
283,1996-11-11 12:00:00, TD, 15.5N, 128.0W,UNNAMED,-999
284,1997-06-01 00:00:00, TD, 10.4N,  95.4W,ANDRES,1009
285,1997-06-01 06:00:00, TD, 10.5N,  95.5W,ANDRES,1008
286,1997-06-01 12:00:00, TD, 10.7N,  95.7W,ANDRES,1007
287,1997-06-01 18:00:00, TD, 10.8N,  95.8W,ANDRES,1006
288,1997-06-02 00:00:00, TD, 11.0N,  96.0W,ANDRES,1005
289,1997-06-02 06:00:00, TD, 11.2N,  96.2W,ANDRES,1005
290,1997-06-02 12:00:00, TS, 11.4N,  96.3W,ANDRES,1005
291,1997-06-02 18:00:00, TS, 12.0N,  96.7W,ANDRES,1005
292,1997-06-03 00:00:00, TS, 13.0N,  97.1W,ANDRES,1005
293,1997-06-03 06:00:00, TS, 13.6N,  97.3W,ANDRES,1005
294,1997-06-03 12:00:00, TS, 14.1N,  97.1W,ANDRES,1004
295,1997-06-03 18:00:00, TS, 14.4N,  96.1W,ANDRES,1002
296,1997-06-04 00:00:00, TS, 14.6N,  95.1W,ANDRES,1001
297,1997-06-04 06:00:00, TS, 14.8N,  94.2W,ANDRES,1000
298,1997-06-04 12:00:00, TS, 14.8N,  93.8W,ANDRES,999
299,1997-06-04 18:00:00, TS, 14.7N,  93.5W,ANDRES,998
300,1997-06-05 00:00:00, TS, 14.5N,  93.0W,ANDRES,999
301,1997-06-05 06:00:00, TS, 14.1N,  92.4W,ANDRES,1000
302,1997-06-05 12:00:00, TS, 13.5N,  91.8W,ANDRES,1000
303,1997-06-05 18:00:00, TS, 12.9N,  91.2W,ANDRES,1001
304,1997-06-06 00:00:00, TS, 12.4N,  90.3W,ANDRES,1001
305,1997-06-06 06:00:00, TD, 12.0N,  89.6W,ANDRES,1002
306,1997-06-06 12:00:00, TD, 12.0N,  89.1W,ANDRES,1002
307,1997-06-06 18:00:00, TD, 12.3N,  88.8W,ANDRES,1003
308,1997-06-07 00:00:00, TD, 13.0N,  88.8W,ANDRES,1003
309,1997-06-07 01:00:00, TD, 13.2N,  88.8W,ANDRES,1003
310,1997-06-09 18:00:00, TD, 14.1N,  94.5W,BLANCA,1009
311,1997-06-10 00:00:00, TS, 14.6N,  95.6W,BLANCA,1005
312,1997-06-10 06:00:00, TS, 14.8N,  96.9W,BLANCA,1003
313,1997-06-10 12:00:00, TS, 14.8N,  98.4W,BLANCA,1003
314,1997-06-10 18:00:00, TS, 15.0N, 100.0W,BLANCA,1003
315,1997-06-11 00:00:00, TS, 15.0N, 101.5W,BLANCA,1002
316,1997-06-11 06:00:00, TS, 15.2N, 102.9W,BLANCA,1004
317,1997-06-11 12:00:00, TS, 15.5N, 104.3W,BLANCA,1005
318,1997-06-11 18:00:00, TS, 15.8N, 105.7W,BLANCA,1006
319,1997-06-12 00:00:00, TD, 16.2N, 107.2W,BLANCA,1007
320,1997-06-12 06:00:00, TD, 16.6N, 108.7W,BLANCA,1008
321,1997-06-21 18:00:00, TD, 14.4N, 117.2W,CARLOS,-999
322,1997-06-22 00:00:00, TD, 14.7N, 118.7W,CARLOS,-999
323,1997-06-22 06:00:00, TD, 14.8N, 119.8W,CARLOS,-999
324,1997-06-22 12:00:00, TD, 14.8N, 120.8W,CARLOS,-999
325,1997-06-22 18:00:00, TD, 14.6N, 121.8W,CARLOS,-999
326,1997-06-23 00:00:00, TD, 14.4N, 122.8W,CARLOS,-999
327,1997-06-23 06:00:00, TD, 14.1N, 123.7W,CARLOS,-999
328,1997-06-23 12:00:00, TD, 14.1N, 125.0W,CARLOS,-999
329,1997-06-23 18:00:00, TD, 14.4N, 126.7W,CARLOS,-999
330,1997-06-24 00:00:00, TD, 14.6N, 128.4W,CARLOS,-999
331,1997-06-25 06:00:00, TD, 15.6N, 107.8W,UNNAMED,1006
332,1997-06-25 12:00:00, TD, 16.3N, 108.5W,UNNAMED,1004
333,1997-06-25 18:00:00, TS, 17.0N, 109.3W,UNNAMED,1002
334,1997-06-26 00:00:00, TS, 17.6N, 110.2W,UNNAMED,999
335,1997-06-26 06:00:00, TS, 18.2N, 111.1W,UNNAMED,996
336,1997-06-26 12:00:00, TS, 18.5N, 112.1W,UNNAMED,999
337,1997-06-26 18:00:00, TS, 18.8N, 113.1W,UNNAMED,1001
338,1997-06-27 00:00:00, TS, 19.0N, 114.2W,UNNAMED,1003
339,1997-06-27 06:00:00, TD, 19.2N, 115.2W,UNNAMED,1005
340,1997-06-27 12:00:00, TD, 19.4N, 116.2W,UNNAMED,1007
341,1997-06-27 18:00:00, TD, 19.5N, 117.1W,UNNAMED,1008
342,1997-06-28 00:00:00, TD, 19.5N, 118.0W,UNNAMED,1009
343,1997-06-29 12:00:00, TD, 13.6N, 109.8W,UNNAMED,-999
344,1997-06-29 18:00:00, TD, 14.1N, 110.2W,UNNAMED,-999
345,1997-06-30 00:00:00, TD, 14.5N, 110.6W,UNNAMED,-999
346,1997-06-30 06:00:00, TD, 14.8N, 111.1W,UNNAMED,-999
347,1997-06-30 12:00:00, TD, 15.0N, 111.8W,UNNAMED,-999
348,1997-06-30 18:00:00, TD, 15.1N, 112.7W,UNNAMED,-999
349,1997-07-01 00:00:00, TD, 15.1N, 113.7W,UNNAMED,-999
350,1997-07-01 06:00:00, TD, 15.1N, 114.7W,UNNAMED,-999
351,1997-07-01 12:00:00, TD, 15.1N, 115.7W,UNNAMED,-999
